#Geometry     HF/cc-pVTZ       MP2/cc-pVTZ      CCSD/cc-pVTZ     CCSD(T)/cc-pVTZ
propane_00469 -118.296314139980 -118.840933567831 -118.882390186247 -118.902794236210
propane_00470 -118.286111134807 -118.832441854178 -118.874442586330 -118.895336691639
propane_00471 -118.290059970811 -118.834943501323 -118.876717538916 -118.897301802003
propane_00472 -118.289764043425 -118.835136225599 -118.877168926626 -118.898074057626
propane_00473 -118.294208195012 -118.839237761579 -118.881416919491 -118.902426863207
propane_00474 -118.287381303695 -118.833183771503 -118.875166901896 -118.896220776672
propane_00475 -118.294750231194 -118.840262581363 -118.882387695776 -118.903380907470
propane_00476 -118.296169390427 -118.841132375987 -118.882866831520 -118.903460856086
propane_00477 -118.290821356916 -118.836501153735 -118.878305529834 -118.899046470902
propane_00478 -118.288728854786 -118.833737435878 -118.875449596174 -118.895984898689
propane_00479 -118.288033545961 -118.833740120298 -118.875758339813 -118.896599788681
propane_00480 -118.290332290616 -118.835603034136 -118.877690241625 -118.898549727723
propane_00481 -118.290519701202 -118.835956016761 -118.877976756789 -118.898929914415
propane_00482 -118.294030280058 -118.839797496804 -118.881994231165 -118.903106367549
propane_00483 -118.294927447378 -118.839975908035 -118.881773856030 -118.902501616577
propane_00484 -118.294825624628 -118.840202601472 -118.882160635544 -118.902929958678
propane_00485 -118.290956847388 -118.836134221851 -118.877904633487 -118.898486893539
propane_00486 -118.292499707708 -118.837663684013 -118.879528988948 -118.900192526043
propane_00487 -118.290975041668 -118.836211597009 -118.878144470694 -118.898840154281
propane_00488 -118.296805086810 -118.841246867977 -118.882980493701 -118.903492367757
propane_00489 -118.295630133608 -118.841302089002 -118.883474578754 -118.904429108411
propane_00490 -118.294367715924 -118.839496489791 -118.881214088998 -118.901920107371
propane_00491 -118.293062005988 -118.838452802327 -118.880615910769 -118.901588334872
propane_00492 -118.290306776702 -118.835391807039 -118.877393239216 -118.898176675011
propane_00493 -118.290056008146 -118.835299926164 -118.877117854356 -118.897796197365
propane_00494 -118.289981009472 -118.836116077802 -118.878262054563 -118.899207046591
propane_00495 -118.291602814399 -118.836776414437 -118.878162700059 -118.898682255367
propane_00496 -118.293766245003 -118.839822292826 -118.882063656492 -118.903133134643
propane_00497 -118.292326844547 -118.837480059163 -118.879103878695 -118.899766481175
propane_00498 -118.289576327799 -118.836015522170 -118.877895785754 -118.898848477743
propane_00499 -118.298549903513 -118.843571107460 -118.885425528667 -118.906115060210
propane_00500 -118.291652561944 -118.837717215131 -118.879369730551 -118.900228522513
propane_00501 -118.294711315018 -118.840616247979 -118.882609417222 -118.903617151841
propane_00502 -118.289894939340 -118.835800540684 -118.877476648902 -118.898367255901
propane_00503 -118.291937714938 -118.838122003767 -118.880007661501 -118.900987771649
propane_00504 -118.295031237519 -118.840636911512 -118.882298840064 -118.903002665078
propane_00505 -118.292243396898 -118.838721989064 -118.880166936096 -118.900872110468
propane_00506 -118.296636963490 -118.842151526738 -118.883746753637 -118.904314724982
propane_00507 -118.291926042591 -118.837567443992 -118.879132310175 -118.899725705398
propane_00508 -118.295429876175 -118.840573250752 -118.882676910806 -118.903491977922
propane_00509 -118.294579105909 -118.839483101915 -118.881501523749 -118.902327002868
propane_00510 -118.292597566171 -118.838127410121 -118.880073253078 -118.901001011703
propane_00511 -118.293124180346 -118.838442143462 -118.880329645153 -118.901101568020
propane_00512 -118.293831140545 -118.839359148503 -118.881043400871 -118.901684014284
propane_00513 -118.294318191583 -118.839522825242 -118.881382142911 -118.901997097791
propane_00514 -118.292739978179 -118.838395070600 -118.880266597315 -118.901038048907
propane_00515 -118.294382896871 -118.839809297677 -118.881513088033 -118.902264290819
propane_00516 -118.294476927944 -118.840458019856 -118.882473912897 -118.903475455948
propane_00517 -118.294371819082 -118.839708820060 -118.881324163073 -118.902001161709
propane_00518 -118.290082353541 -118.836798634045 -118.878760710994 -118.899815628972
propane_00519 -118.295611906984 -118.841177489739 -118.882812678775 -118.903546742644
propane_00520 -118.291615767975 -118.838147599082 -118.879762231227 -118.900667962096
propane_00521 -118.294423990122 -118.840242271211 -118.881733175235 -118.902365881095
propane_00522 -118.290829936162 -118.837026748769 -118.878425246091 -118.899022385745
propane_00523 -118.292432300399 -118.838385461554 -118.880242219773 -118.901072055459
propane_00524 -118.297595469972 -118.842052814284 -118.883966393483 -118.904673278088
propane_00525 -118.289952558060 -118.835939818346 -118.878140931746 -118.899266722734
propane_00526 -118.298179545852 -118.842293022707 -118.884262790304 -118.904810638856
propane_00527 -118.292866655808 -118.837996457493 -118.879823671594 -118.900394100137
propane_00528 -118.293971833172 -118.838923542018 -118.880869435730 -118.901473232810
propane_00529 -118.291873674068 -118.836544663818 -118.878354877598 -118.898922827654
propane_00530 -118.294769572470 -118.839687841861 -118.881849418586 -118.902654527468
propane_00531 -118.296836803973 -118.841213205275 -118.883353330164 -118.904065016692
propane_00532 -118.296743557509 -118.841689795812 -118.883774338681 -118.904580389319
propane_00533 -118.299031001117 -118.843947512630 -118.885938649993 -118.906698050752
propane_00534 -118.294834468146 -118.840200439552 -118.881982244477 -118.902697605717
propane_00535 -118.297517251996 -118.842761107934 -118.884584205836 -118.905288551353
propane_00536 -118.290909425629 -118.836890879024 -118.878616993941 -118.899393090821
propane_00537 -118.290899232461 -118.836993668103 -118.878589903340 -118.899329356833
propane_00538 -118.295585534916 -118.841190975516 -118.882811916757 -118.903505648478
propane_00539 -118.292856788318 -118.839135131964 -118.880800539208 -118.901654110711
propane_00540 -118.292879852257 -118.838346831746 -118.879976245306 -118.900654397826
propane_00541 -118.293237469558 -118.838916931727 -118.881038164796 -118.901989275734
propane_00542 -118.294575725702 -118.839712190990 -118.881666293521 -118.902472167450
propane_00543 -118.296397425314 -118.841432848315 -118.883396078985 -118.904156045577
propane_00544 -118.290685851749 -118.836207172441 -118.878164415514 -118.898921307223
propane_00545 -118.295416229609 -118.839802383981 -118.881580024269 -118.902051868407
propane_00546 -118.291836183039 -118.837517964383 -118.879799474564 -118.900726162776
propane_00547 -118.292967790583 -118.837455534138 -118.879205788989 -118.899788183709
propane_00548 -118.288895685204 -118.834720471139 -118.877085544140 -118.898178970034
propane_00549 -118.293091771801 -118.837801390444 -118.879791515248 -118.900550048499
propane_00550 -118.291793517554 -118.837599955072 -118.879685518441 -118.900688559969
propane_00551 -118.293228176002 -118.838696265105 -118.880653430871 -118.901500632302
propane_00552 -118.294314380580 -118.839476998611 -118.881095364805 -118.901705253631
propane_00553 -118.290109620401 -118.836552514824 -118.878530425431 -118.899507311499
propane_00554 -118.292265580574 -118.837206061373 -118.878739095439 -118.899283280021
propane_00555 -118.289662003867 -118.836182250146 -118.878243409760 -118.899303749797
propane_00556 -118.295921263987 -118.840970868078 -118.882542019848 -118.903163033826
propane_00557 -118.294240268473 -118.839894061319 -118.881916542953 -118.902844847109
propane_00558 -118.290080138335 -118.835449696610 -118.877483409416 -118.898354112025
propane_00559 -118.291546378181 -118.836896183912 -118.878989971923 -118.899889775078
propane_00560 -118.293390713655 -118.838789755511 -118.880942833669 -118.901838196704
propane_00561 -118.286646005792 -118.831908387983 -118.873650302185 -118.894244250744
propane_00562 -118.293593838634 -118.838714665202 -118.880674606056 -118.901319897663
propane_00563 -118.287400998388 -118.833069580072 -118.874924231499 -118.895648385978
propane_00564 -118.283860609615 -118.829772866500 -118.871690279711 -118.892535290370
propane_00565 -118.292475942825 -118.837776876338 -118.879946072366 -118.900869144994
propane_00566 -118.286215465124 -118.832136904191 -118.874046039363 -118.894943286566
propane_00567 -118.289624813071 -118.835328472645 -118.877390883618 -118.898323003100
propane_00568 -118.291563496722 -118.837047734367 -118.878838078689 -118.899608988147
propane_00569 -118.293877052764 -118.839585620494 -118.881475163154 -118.902280870931
propane_00570 -118.290126784136 -118.835731142360 -118.877365668135 -118.898052778069
propane_00571 -118.285683188987 -118.831935158942 -118.873712460182 -118.894550274487
propane_00572 -118.292402673971 -118.838109983799 -118.880064547081 -118.900912851911
propane_00573 -118.282716008592 -118.829186530189 -118.870893679772 -118.891763596560
propane_00574 -118.290446302441 -118.836783436268 -118.878692343626 -118.899628529478
propane_00575 -118.286936013014 -118.833134609228 -118.874591120663 -118.895307237672
propane_00576 -118.288520280499 -118.834853557124 -118.876713552824 -118.897620967510
propane_00577 -118.285776077799 -118.831422392919 -118.873205007054 -118.893901379013
propane_00578 -118.286185158141 -118.832671108066 -118.874751035002 -118.895759012043
propane_00579 -118.293441159607 -118.839099267677 -118.880878904578 -118.901683552205
propane_00580 -118.285018873146 -118.831672800029 -118.873222006528 -118.894025409007
propane_00581 -118.292452034466 -118.838850678889 -118.880718865176 -118.901634028603
propane_00582 -118.290625994999 -118.835814189221 -118.877520394043 -118.898122747857
propane_00583 -118.289599284784 -118.835299404373 -118.877413568754 -118.898336661423
propane_00584 -118.292832223789 -118.837992276229 -118.879817501536 -118.900559415862
propane_00585 -118.293073048609 -118.838511460380 -118.880411089709 -118.901181627179
propane_00586 -118.289909256512 -118.835876430379 -118.877914580733 -118.898873612239
propane_00587 -118.291551711363 -118.836379299488 -118.878305451963 -118.899019480898
propane_00588 -118.285611071848 -118.831918338762 -118.874196150149 -118.895341467778
propane_00589 -118.290304999880 -118.835092512278 -118.876955937871 -118.897632204805
propane_00590 -118.286392075809 -118.832559287972 -118.874579324476 -118.895526268120
propane_00591 -118.294659762653 -118.839769658527 -118.881463164282 -118.902041723486
propane_00592 -118.288263722913 -118.834915000775 -118.876694250961 -118.897622632473
propane_00593 -118.293172711080 -118.838464882709 -118.880229375968 -118.900954948632
propane_00594 -118.290566856553 -118.836711940096 -118.878658622304 -118.899626221093
propane_00595 -118.297187345821 -118.842237322834 -118.884007126952 -118.904738241448
propane_00596 -118.291403687606 -118.837366603509 -118.879252695747 -118.900130720452
propane_00597 -118.292659988134 -118.838463339268 -118.880240069473 -118.901025101302
propane_00598 -118.295199196213 -118.840325415129 -118.882123861019 -118.902780785624
propane_00599 -118.290408785979 -118.836137104556 -118.878115789575 -118.899006776664
propane_00600 -118.291486184682 -118.836136608821 -118.878183997335 -118.898901438307
propane_00601 -118.288379611025 -118.834148848929 -118.876477883829 -118.897544892982
propane_00602 -118.292658015842 -118.837490784195 -118.879387023174 -118.900097670942
propane_00603 -118.290713599328 -118.836289392584 -118.878355466620 -118.899238840511
propane_00604 -118.288731458949 -118.834508662120 -118.876378203147 -118.897272775716
propane_00605 -118.292026063121 -118.837186043059 -118.879175653543 -118.899947286902
propane_00606 -118.292652151287 -118.838242958289 -118.880143491645 -118.900945493274
propane_00607 -118.288873901217 -118.834543900445 -118.876028703648 -118.896653492429
propane_00608 -118.293656529000 -118.839716248840 -118.881568093732 -118.902409833130
propane_00609 -118.295912272656 -118.841564113935 -118.883156017804 -118.903886433623
propane_00610 -118.287705278687 -118.834366836564 -118.876378847785 -118.897476737816
propane_00611 -118.290353919770 -118.835445451728 -118.877412796463 -118.898218750924
propane_00612 -118.288328896245 -118.834077776307 -118.876284493023 -118.897251104566
propane_00613 -118.293287660156 -118.838452381953 -118.880368361291 -118.901070636117
propane_00614 -118.287110470396 -118.832770631786 -118.874592277862 -118.895245633355
propane_00615 -118.292945326636 -118.838160960510 -118.880078108704 -118.900734059970
propane_00616 -118.288284798409 -118.833675143599 -118.875726830100 -118.896447347692
propane_00617 -118.289759435826 -118.834852871839 -118.876976238932 -118.897795501245
propane_00618 -118.288903403513 -118.833988394025 -118.876215096099 -118.897137449582
propane_00619 -118.284740774917 -118.830044688853 -118.872457035212 -118.893469830275
propane_00620 -118.287481945404 -118.832261783508 -118.874478362130 -118.895306367687
propane_00621 -118.287100098533 -118.832283269806 -118.874535514104 -118.895448421527
propane_00622 -118.292949637384 -118.837545046132 -118.879559739518 -118.900301346232
propane_00623 -118.289749080015 -118.835343704081 -118.877453078786 -118.898327829867
propane_00624 -118.298233957333 -118.842672803814 -118.884548610564 -118.905118651300
propane_00625 -118.288603334938 -118.834639508518 -118.876680899257 -118.897561527601
propane_00626 -118.296047596500 -118.840983253416 -118.882794453309 -118.903469563643
